ref,pred,bleu
does new zealand celebrate halloween ? , do you want ? ,0.42888194248035344
does each person have to speak three sentences ? , do you have to use ? ,0.34107725495137897
first of all would i have to take a physical examination ? , you are ? ,0.037829991229878616
how can i change my standard delivery destination ? , do you have to use this ? ,0.46199933699457096
how can i order the setting of the frame design ? , do you have ? ,0.12287673380733741
how do i get from the airport to downtown osaka ? , do you have ? ,0.14612588611198102
how do you think the toy will make them feel ? , you are ? ,0.0627853857426504
how long does the sauce has to be aged ? , do you have ? ,0.15777684932819508
how many pages do i have to prepare for the presentation ? , you are there ? ,0.09569649651041094
how much do you normally charge into the credit card ? , do you have ? ,0.12287673380733738
i cannot check it out when do i have to pay for this ? , do you have to use ? ,0.15928518158330213
i have been waiting for a while how long do i have to wait ? , do you have ? ,0.059491578270966676
if so who do i have to do it with ? , do you have ? ,0.1617148761603177
it s my first time here how can i get to this marked place ? , do you have a lot . ,0
in this case do we need to register with new number ? , do you ? ,0.044987694731062185
is the barbecue section open for dinner in the resort ? , do you have ? ,0.12287673380733741
or do you like looking at artworks ? , do you have ? ,0.2601300475114444
really can t i get anyone s trust ? , do you have ? ,0.2025894847023147
should i go to the airport to pick up chris ? , do you have ? ,0.12287673380733741
should i order and cubics respectively ? , do you have ? ,0.33401359264888447
what do you talk about with your pen pal ? , do you have ? ,0.15777684932819505
what does university do for international activity ? , do you have ? ,0.30934850332660563
what if there is no room available in the ? , do you have ? ,0.15777684932819508
what percentage of your clients are based in europe ? , do you have ? ,0.15777684932819508
what places should i go to buy acid ? , do you have ? ,0.2025894847023147
what should i do for going to the korean town ? , do you have ? ,0.14612588611198102
what should i do to get goods grade ? , do you have to ? ,0.3954596950007842
what should i do to purchase an airline ticket again ? , do you have ? ,0.14612588611198102
what words should i use in expressing of fabrics ? , do you have ? ,0.15777684932819508
when does it arrive here if you send a shipment now ? , do you ? ,0.044987694731062185
when will the mongolian translation service be provided ? , do you want ? ,0.2025894847023147
when will the new accounting system be installed ? , do you have ? ,0.2025894847023147
which bus do i have to take to go downtown ? , do you have ? ,0.1617148761603177
which of these five do i have to choose ? , do you ? ,0.08762406445626589
which way do i have to go to manila airport ? , do you have ? ,0.1617148761603177
why do you want your daughter to study in the medical field ? , do you want ? ,0.08008609206211036
and how can we proceed with the contract ? , do you have to ? ,0.3004843884984905
do men apply face masks in your country too ? , do you have a problem in korea ? ,0.6094445482670285
then when does the vehicle leave from the hotel ? , do you have to ? ,0.24601580968354606
on which topic should i focus on in this essay ? , do you have ? ,0.12287673380733741
what should i do to get my shoes repaired ? , do you have to be good ? ,0.5270837136273565
how should i prepare necessary items such as bedding ? , do you have ? ,0.15777684932819508
what should i do to see all of them ? , do you have ? ,0.18762935180380186
what shall i use to apply it flat ? , you are going to ? ,0.35733817274964674
or do i need to order them separately ? , do you have ? ,0.24092085663272753
when do you start cooking before having meal ? , do you have ? ,0.20258948470231466
how do you decide the type of cuisine for event ? , do you have any problem ? ,0.24439253249722204
how does your family manage their meals ? , do you want ? ,0.2601300475114445
how many persons do you expect to participate the event ? , do you have ? ,0.12287673380733738
i am going to have a drink and do you check id ? , do you have ? ,0.08008609206211036
people in which field mainly buy this product ? , do you have to use ? ,0.38753858253732953
it s been over two months should i just sit and wait ? , do you have ? ,0.07452850641949799
or do i have to pay these taxes additionally ? , do you want ? ,0.18762935180380186
do i have to take this medicine after a meal ? , do you have a problem ? ,0.392703811972245
and when should she let you know the quantity ? , do you ? ,0.08762406445626589
which one do you recommend perm or dying ? , you are going to ? ,0.35733817274964674
or should i exchange this ticket to another one ? , do you have ? ,0.15777684932819508
which bus should i take to go to station ? , do you have ? ,0.15777684932819508
is there only one student applying this time ? , you are ? ,0.10283257773094409
if it is course retake do i have to take the course again ? , do you ? ,0.02309745262073966
where and how may i pay the additional payment ? , do you have ? ,0.15777684932819508
are you planning to produce the items for my po ? , do you have to ? ,0.2650845609581655
and then how many stops do i have to go by bus ? , do you have a problem . ,0.23661528215726477
do i need to pass the exam to enroll in this school ? , do you have ? ,0.08862983010459298
what kind of goal and what kind of dream makes you study ? , do you have to do ? ,0.23661528215726477
how could i use fingerprint verification lock ? , do you have ? ,0.2601300475114445
what kind of products does your store supply ? , do you ? ,0.10283257773094409
what do the numbers on the photographs mean ? , do you ? ,0.12228923309170908
if possible till when do i have to check out ? , do you have to ? ,0.20142070913129906
will the typhoon pass through kyushu ? , do you have ? ,0.33401359264888447
should i take out all the things in my pocket ? , do you have to use this ? ,0.34718201116725705
excuse me but could you tell me how to get to times square ? , do you have to do ? ,0.22165788851265286
what time shall i give you a phone call ? , do you have to ? ,0.2925637512788283
what should i do to make myself look good ? , you are your friend ? ,0.24601580968354606
do all japanese students study as hard as you do ? , do people t do ? ,0.18744309064137757
mr .chen what do chinese people do in their free time ? , do you want ? ,0.11380295453101374
what s on at the hall today ? , do you want ? ,0.2601300475114445
what is the average age for getting married in australia ? , do you have to ? ,0.20142070913129906
is exercising very popular in england ? , do you have ? ,0.33401359264888447
what else do americans do on thanksgiving ? , do you have ? ,0.30934850332660563
when are the usually in full bloom ? , do you ? ,0.14351442318493668
is it necessary for my child to fill in the customs form ? , you are going to ? ,0.16056239100113953
do you know how to get to seoul national university ? , do you have ? ,0.12287673380733738
what should i do to change to a private railway ? , do you have ? ,0.14612588611198102
when does the bus leave portland ? , do you have ? ,0.33401359264888447
which exit should i go out to get to the museum ? , do you have ? ,0.09569649651041094
what things cause you to feel stressed ? , do you have ? ,0.30934850332660563
have you used a debit card for shopping in your country ? , do you have to go to korea ? ,0.4746358914289604
how do you usually celebrate new year s eve in your country ? , do you have a problem ? ,0.1751149016046819
what is the average age for retirement in your country ? , do you have to korea ? ,0.27768352844338134
how long is the average work week in your home country ? , do you have to have a picture ? ,0.36064528799877893
what do you usually do when you are with your friends ? , do you have to do ? ,0.22230037854975046
does your wife do the dishes or does she use the dish ? , do you want ? ,0.08862983010459298
what are shopping mails like in your country ? , you are going to korea ? ,0.4608636396914616
what is your home like in your country ? , do you have ? ,0.2025894847023147
does your government provide unemployment insurance ? , do you have ? ,0.33401359264888447
do you celebrate easter in your home country ? , you are ? ,0.12228923309170908
when do the maple leaves turn red ? , do you want ? ,0.30934850332660563
do you have to makes so much noise ? , do you have ? ,0.21769656876473278
do you have faith in the police to stop crimes ? , do you ? ,0.05842838505271014
i need to cancel a reservation do i need to pay to cancel ? , do you have ? ,0.06902498108894259
what should i prepare to transfer to this school ? , do you have to use this ? ,0.5270837136273565
how can i get to the incheon airport ? , do you have ? ,0.2025894847023147
so on what basis do i trust you and pay you first ? , do you have to do ? ,0.261857854688235
we can t find some s vibes from him a little bit ! , do there are a lot . ,0.19896894256029013
finally we re officially opening the twitter account ! , you are very . ,0
it is said that she is really interested in unique items ! , do you have a lot . ,0
jeonju and gunsan are nice but i prefer gunsan better ! , do do not have there . ,0
this food is known to be a popular snack in taiwan ! , do there is a lot . ,0.27952792741962756
it s amazing that you pass your movie ticket through mobile . , you are too . ,0.11380295453101374
i loved you but now we have to let each other go . , i have to do . ,0.13501633901742352
i heard that severe earthquake had occurred . , the is is in korea . ,0.45782273986766686
i m nervous and even scared a little bit . , do you have . ,0.15777684932819508
you are not answering me after checking my message again . , you are not too . ,0.1820041563395576
it feels stuffy that i can t smoke . , don t do . ,0.24092085663272753
it s been long since we have conversation in english . , i have to go . ,0.23953094040783438
it is interesting to start with one s back toward the goal . , you will be very in . ,0.19896894256029013
i m in a meeting now but i m really tired . , you are . ,0.037829991229878616
my friend said to me that i seemed to like you . , i have to be too . ,0.30934850332660563
most women do not like chubby men but i really thank you . , do people t have been . ,0.23661528215726477
i am sorry to interrupt you while sleeping . , i have to be too . ,0.510029457493824
it seems that i need to wait at the airport until tommorrow . , you are going to korea . ,0.23661528215726477
yes it comes sometimes when there isn t any schedule . , you are not . ,0.12287673380733741
the name of open port museum is unique . , is the best . ,0.26662275611415287
i think a common camping site is certainly inexpensive . , do you have to work . ,0.3280443278078623
your signature is needed at the bank . , you are in korea . ,0.3670124608961283
i wonder what kind of advantages it has . , do you are . ,0.2025894847023147
it is similar in that it is affected by the wind . , do there are . ,0.09569649651041094
i can t use tango video call with my mobile phone . , you are not in not this . ,0.30096441267171586
i m sorry though i waited to go to have a meal together . , i have to be good to you . ,0.4199998573652056
network is disturbing our conversation . , our is is . ,0.5644403791229787
my mom and sister told me that it s delicious . , i have to be my best . ,0.4128713178810563
but according to that we are not able to send it to you . , i don t have . ,0.11054202892156728
a master kim has made it with his own style . , i have to do . ,0.20142070913129906
among the family members only i said this is pretty . , you are too . ,0.12287673380733741
and his daughter will soon hold a baptism . , we do my best . ,0.3004843884984905
i am curious about how did you think about us ever . , do there is . ,0.09569649651041094
i am sorry to make you annoying too much . , i have to do . ,0.3237750138999811
i have a hole in my head because lunch time is coming up . , you are too . ,0.05804285916064727
i m so proud that flitto was founded in korea . , do you have to work . ,0.27768352844338134
i m wondering what happened after that . , do you are . ,0.2601300475114445
pororo and his woke up and went fishing this morning . , you are going . ,0.12287673380733741
the amount of the posts i liked is enormous . , is the best is . ,0.3237750138999811
things are finally starting to look up . , i have to do . ,0.43645382979233377
you act like it doesn t concern you . , do you have . ,0.24092085663272753
the milk is said to replenish the lack of calcium in . , do there is not important . ,0.27952792741962756
but the school told me that i didn t apply . , i have to do . ,0.23953094040783438
the company needs stocks so they need future plans . , do not have a problem . ,0.3280443278078623
i didn t know it but it turned out to be a heart . , i have to be . ,0.11054202892156728
i wonder how the blog and this essay differ in concept . , do there is . ,0.09569649651041094
i am curious about the specifications of this product . , this is the problem . ,0.3237750138999811
i would also like to know how it will be . , do you have to work . ,0.3302232277439296
pororo friends who arrived at the airport are all confused . , the second is is . ,0.23953094040783438
probably because disney made it this movie is very unique . , i have to be . ,0.20142070913129906
it is difficult to choose which i prefer . , you are . ,0.10283257773094409
but it s a pity that her face doesn t have any expression . , it is very important . ,0.1314573673003644
i wonder if you could help me for a moment . , do you have to have . ,0.3302232277439296
that s a very nice white coat you have on . , do you have . ,0.12287673380733738
our supervisor wants to meet you . , i do not . ,0.33401359264888447
i hear we ll have a warm winter this year . , the is is . ,0.12287673380733741
i slept well last night and feel refreshed this morning . , i do my best . ,0.23953094040783438
it s very nice of you to help your mother . , you are very important . ,0.2650845609581655
the night view from treasure island is pretty good . , i have to be in korea . ,0.4004970149398301
it s strange that mark isn t here . , the is is in korea . ,0.38753858253732953
i m wondering if you have time on friday night . , do you be . ,0.14612588611198102
it makes me think that there s nothing we can do . , we have to be . ,0.1961113472255835
it s rude of him to say something like that . , do you have to do . ,0.3302232277439296
i hear they reached a settlement somehow . , is is there . ,0.2601300475114445
i m very interested in what you think about this topic . , you are not . ,0.11380295453101374
they said that they can send it directly instead . , i have to do . ,0.24601580968354606
that player a in a unique way doesn t he ? , do you have to ? ,0.20142070913129906
what place would money be in on your list for happiness ? , do you ? ,0.037829991229878616
do it means the of all passion to respect someone ? , do you ? ,0.0627853857426504
what conclusion will be brought out in calcium deficiency ? , don t you want ? ,0.24601580968354606
and when do you think the first shipment date should be ? , do you have to use ? ,0.20687381245863395
what do you think about the schedule ? , do you ? ,0.15882481735499007
which direction does the move ? , do you ? ,0.27952792741962756
how many times do you exercise in a week ? , do you ? ,0.08154338015727661
which one do you prefer online shopping or offline shopping ? , do you have ? ,0.12287673380733738
what do you think that determines the value of human beings ? , you are going to japan ? ,0.27952792741962756
what should we do when we fail to make a good impression ? , do you have to do ? ,0.261857854688235
what do we have to remember while living ? , do you ? ,0.12228923309170908
what do i have to do if i want to return it ? , do you have ? ,0.09808503052286431
why do i have to call paypal to my ebay id ? , do you have this problem ? ,0.30934850332660563
why should the service be provided for them ? , do you have ? ,0.2025894847023147
between dollar and yuan which one do you want ? , you are ? ,0.08762406445626589
how many parts does the coffee account on us ? , do you have a problem ? ,0.3280443278078623
which job do you want to do in korea ? , do you have ? ,0.15777684932819505
where are they trying to visit next year ? , do they ? ,0.12228923309170908
do i have to an account through paypal again ? , do you have to ? ,0.24601580968354606
do you think that their anxieties shoud be resolved ? , you are ? ,0.08762406445626589
do you want to meet a man who only loves one women ? , do you have ? ,0.07452850641949799
first how the new think about the heaven ? , do you have ? ,0.2025894847023147
how does it look like for customers ? , do you want ? ,0.2601300475114445
how much should i prepare before participating in a marathon ? , do you want ? ,0.12287673380733741
how to deal with and improve the at work ? , do you have to ? ,0.2925637512788283
lastly can you predict the percentage of error in cutting ? , do you have ? ,0.14612588611198102
should the west be afraid of china s state capitalism ? , you are there ? ,0.12287673380733741
why do we have to be regulated by him ? , do you ? ,0.08762406445626589
why are you afraid of failure without even trying ? , you are ? ,0.09697196786440505
would you set the homework in english ? , do you have ? ,0.30934850332660563
what should i do to use the functions again ? , do you want to korea ? ,0.43173061492439624
do i have to call fedex in the uk directly ? , do you have ? ,0.1617148761603177
or should a sentence be drawn to force mechanical refinement ? , do you want ? ,0.12287673380733741
do you think there s no problem with products ? , do you have ? ,0.15777684932819505
it was said that he received his after in korea . , do you have to work . ,0.27768352844338134
i thinking of going to you on friday or saturday . , i have to have . ,0.2650845609581655
i was about to take a photo and send it too . , i have to have . ,0.2170328822226251
i should see you before i go to korea . , you are very very too . ,0.39011264866539486
i think that it is time to have a conversation with you . , do you are not . ,0.16056239100113953
i ve heard that today would snow a lot . , you are too . ,0.15777684932819508
after ordering delicious foods crong was fishing . , do you have been a lot . ,0.5329462628216854
i have to go on a diet for upcoming summer . , is the best . ,0.12287673380733741
i should have been next to you at that time . , i have to have . ,0.28485189859628945
i like to go to movies often too . , i have to have . ,0.3954596950007842
we gotta see each other before i leave . , you are . ,0.10283257773094409
i m going to move to another place . , you are too . ,0.2025894847023147
i m pretending that nothing is wrong everyday . , i have to be not . ,0.4608636396914616
that means i m going to have to buy a whole new wardrobe . , do you have to be a lot . ,0.2442008265943985
oh i m going to a lot of places to travel for a few days ? , do you have to korea ? ,0.14351442318493668
why consumers prefer competitors products over ours . , do there s . ,0.2601300475114445
whether i want to meet you on sunday . , i want to do there . ,0.3081980909598119
does a police officer punish people who did wrong ? , do you have to use this ? ,0.4004970149398301
because we need time to go on a date as well ? , do you have ? ,0.09569649651041094
honey do i have to move to the appointed place ? , do you want to go to korea . ,0.5378329261427206
because people are uncomfortable if i am not kind ? , do you want to do ? ,0.3280443278078623
are your old friends more important than me to you ? , do you have ? ,0.14612588611198102
how late are you open this evening ? , do you ? ,0.17066837315703817
my friends say they are fascinated by snails . , my is is . ,0.24092085663272753
he doesn t understand why you are having hard times . , i have to do . ,0.20142070913129906
elderly people die from heat wave on a day like this . , do there are it . ,0.16490932887256968
ive heard on the news that typhoon occured again . , the is is . ,0.18762935180380186
some problems happen if you do not contact me . , don t you . ,0.18762935180380186
most of foreigners who i met spoke spanish well . , are is very important . ,0.24601580968354606
the guests chose the product after comparing to others . , do you are . ,0.15777684932819508
i heard that my friend cannot be reached . , my is my work . ,0.35733817274964674
also he promoted in the field of music . , do you have . ,0.2025894847023147
the boss seems unhappy of your long absence . , you are very important . ,0.3004843884984905
i heard the philippines had serious problems with the typhoon . , the is is in the most . ,0.45691722266180906
i heard that company is buliding a factory . , i have to be in korea . ,0.5494128986804837
the news said that there was an earthquake in seoul . , is is there . ,0.14612588611198102
i heard that can take up to six weeks . , you have to be a lot . ,0.476273899703797
not many people use this application these days . , i do not . ,0.24092085663272753
or you would turn your back on them first . , you are not . ,0.18762935180380186
record your photo with the date expense ! , do you have a lot . ,0
check what you request at the history on the upper right side ! , have sent this year . ,0
please use it when you are in fukuoka ! , you are going . ,0.18306026428729755
check out this opportunity to make the acquaintance ! , you are going to korea . ,0.38753858253732953
enjoy and explore the world with new point of view ! , is the most important in korea . ,0.34718201116725705
for detailed review visit our blog ! , you will be busy . ,0
life s spring that lord gave be happy ! , do you have a lot . ,0
present to your parents and make a great family ! , you will be busy . ,0
push the button and add the stars who you like ! , you are very important . ,0.20142070913129906
put gold chain on the hook and use it as an accessory ! , you will be busy . ,0
so what i want to say is be careful not to catch a cold ! , you will be too . ,0.09050415858572283
well then take care you don t lose it ! , do you have . ,0.15777684932819508
start this week of yours with fresh and powerful mood ! , you will do . ,0
get your nails done easily and prettily with gelato factory ! , do you have a lot . ,0
try to clear the today s challenge and get the awesome trophy ! , you are going . ,0
please bundle up and be careful of colds ! , you are going to korea . ,0
translate faster with flitto application ! , you are not in korea . ,0
merry christmas and always take care of yourself ! , you will be busy . ,0
participate in purito s event with your friends ! , you are in the year . ,0.38753858253732953
check your points everyday to enjoy your points increasing ! , do your best . ,0.15777684932819508
run an academy that trains strong and wizards ! , it is very important to the future . ,0
lower indoor humidity to prevent skin trouble ! , you are in the future . ,0
spend the rest of your break well . , is it is . ,0.2601300475114445
if you need another cellular phone let me know . , don t have to do . ,0.3280443278078623
text me after you pass the immigration . , i do not . ,0.2601300475114445
please only refer to this business . , do not have there . ,0.4482700320176827
contact with company tomorrow . , you are going to korea . ,0.6389431042462724
check addition confirmation result of development team . , do there is . ,0.2601300475114445
adjust the screen size by dragging . , do there is it . ,0.4482700320176827
you have to say i m sick when calling to them . , you are . ,0.044987694731062185
call this number and check the location today . , do you have to work . ,0.38753858253732953
i attach the current condition of orders so please check it . , do you are . ,0.09569649651041094
check the progress until now from map . , do there is the best . ,0.5444460596606694
be careful of this cold weather . , do you have . ,0.33401359264888447
please check if it s possible to issue it in korea . , do you have . ,0.09569649651041094
charge your phone when you get home . , you are in my house . ,0.5444460596606694
tell me if you want me to understand you . , you are not . ,0.18762935180380186
please call this number and ask to send a car this way . , you have to be in korea . ,0.310263420349682
come and see a doctor if it keeps bleeding . , you are very important . ,0.24601580968354606
consult with him after arriving to the spot . , do there to be a problem . ,0.5494128986804837
you explain your situation by coming to korea . , you are . ,0.12228923309170908
complete the sentence using pictures . , you are too . ,0.42888194248035344
please refer to the service manual each rating . , do you are . ,0.2025894847023147
always be healthy and happy this year . , do you have to work . ,0.45782273986766686
please tell me in advance if there is any problem . , do you have . ,0.12287673380733741
the next time when you clean clean it here too . , you are too . ,0.12287673380733738
you are likely to be tired so please take a rest . , you have to be a lot . ,0.28755427879721157
just ask comfortably when you need help . , you are too . ,0.30934850332660563
when we get closer contact me if you come to korea . , you are too . ,0.11380295453101374
please talk about the things you wonder about me . , you are not . ,0.18762935180380186
check flitto s brand new translation page right now . , do you have to work . ,0.3280443278078623
please text me and let me know how you are every three hours . , do you have . ,0.06902498108894259
request your manager if there is any additional need . , it is too . ,0.18762935180380186
ask for the documents for application . , do there is . ,0.33401359264888447
please note ingredients that you need . , you are too . ,0.39721134088567395
turn off the application after you used . , i have to be . ,0.3670124608961283
refer to the capture file of the official document . , do you have to do . ,0.39011264866539486
please refer to the file captured . , do you have . ,0.33401359264888447
prepare a small bag some sweets drinks and etc . , do you have . ,0.15777684932819508
be careful not to make a mistake when you talk . , do you have to do . ,0.3654520756092885
solve the problems that barbie have while living . , is the most . ,0.24092085663272753
please refer the attached file to see the progress we check . , do not have to work . ,0.27952792741962756
my english is not accurate but please understand me . , do you are . ,0.15777684932819508
be careful not to catch a cold since it s cold . , is is not . ,0.11380295453101374
i hope you work on that without giving up . , do you are too . ,0.2925637512788283
if it makes you comfortable to think in that way you may . , you are . ,0.03223509186534155
make sure to care your body well and study hard . , i have to be a lot . ,0.4128713178810563
go home early since it s dangerous at night . , i have to do . ,0.24601580968354606
and set fishing . , is is there . ,0.7071067811865476
please remember me as a girl who likes music . , i have to have . ,0.24601580968354606
understand her and keep doing your best . , don t do t . ,0.3670124608961283
contact me if you arrive at ho chi minh . , i have to do . ,0.24601580968354606
you have done a great job . please stay healthy and happy . , you are too . ,0.08862983010459298
choose the lens that you use for canon . , do you have . ,0.24092085663272753
refer to the documents that i have sent earlier . , do you have . ,0.18762935180380186
when you arrive in korea restart the smart phone . , do you have . ,0.18762935180380186
if your skin is too sensitive please use smaller portion . , do you have to work . ,0.27768352844338134
always take care of yourself for your loving family . , you are very important . ,0.24601580968354606
frequent can harm your health so take care of yourself . , you are too . ,0.12287673380733741
check the schedule and report to me . , you will be about . ,0.3670124608961283
keep your valuable and beautiful memory forever . , do you are not . ,0.3670124608961283
i am replying to your question so refer to it . , you are your problem . ,0.23953094040783438
please visit my office if confirmation is needed . , you are not too . ,0.3004843884984905
apply beautiful filters to picture and video you have taken . , you are very good . ,0.23953094040783438
do it if you can develop an application and register it . , do you have to have . ,0.30934850332660563
think slowly and consume wisely . , do you have . ,0.42888194248035344
keep it secret that she is going to the philippines . , she is here . ,0.12287673380733738
please use the philippine language usually . , do there is a lot . ,0.5408536609893481
please take care of your health and always be happy . , you are very important . ,0.20142070913129906
you can tell a nearby lifeguard or guide . , do you have . ,0.24092085663272753
but please proceed with the sony s products first . , is the best . ,0.18762935180380186
we have marked in red for your information . , are the most of korea . ,0.38753858253732953
save your photos in iphone in other machines . , you are very in korea . ,0.4608636396914616
please check your cellphone or email . , you are . ,0.20029051217596075
if you feel discomfort and have problems tell me . , do you have to do . ,0.43173061492439624
visit our website and choose the product you want . , you are this . ,0.18762935180380186
carefully consider things and make a wise choice . , you are too . ,0.2025894847023147
please use the room service in the airport . , i have to do . ,0.3004843884984905
ask your boyfriend to come along to the party . , do you have to work . ,0.39011264866539486
from now on prepare after asking to me . , you are . ,0.10283257773094409
if he wants to be cared by me then tell him to request . , don t t it . ,0.11054202892156728
discuss it with engineers on the basis of the data . , do there is it . ,0.23953094040783438
please choose one that can seat seven people . , do you are . ,0.2025894847023147
first ask a help to your korean friend . , i have to do . ,0.35733817274964674
please select the language that your posts will be shown . , do there are . ,0.12287673380733741
don t catch a cold because it is cold today . , you are not . ,0.12287673380733741
do you best in everything and show your talents . , you are very important . ,0.2925637512788283
good luck with the city hall work from now on . , i have to be here . ,0.27768352844338134
pay for it later when you come to pick up your clothes . , do you have . ,0.08862983010459298
click the right side of the screen and change the data . , do you have a lot . ,0.23505403213046533
please on the existing work do not on others . , do you have to do . ,0.39011264866539486
you should check the schedule of and manage it . , you will do . ,0.18762935180380186
go straight two block and turn left at the crossroad . , do this is not . ,0.20142070913129906
don t think of anything else just keep work . , don t have to do . ,0.288715663092199
check whether there is any problem . , do you are not . ,0.4482700320176827
you should also be careful not to catch a cold there . , you are too too . ,0.1961113472255835
do not mind about me and do what you want . , don t you like you . ,0.3302232277439296
i can t understand your message so please explain easily . , do you have to do . ,0.27768352844338134
tell your father and brother to sign up here . , you are in korea . ,0.24601580968354606
you should remember that i can work untill this week . , i do there . ,0.14612588611198102
i know that you are busy but take a cup of coffee . , you are not good for me . ,0.21938936848339244
do your best to your family like it s the last . , is is there . ,0.09569649651041094
proceed the work according to the changed schedule . , do you have . ,0.2025894847023147
do not let others see the document that i sent you . , you are not good . ,0.2170328822226251
come to manila next week and apply for a visa . , do you have to work . ,0.3302232277439296
delete this record from my report . , you are . ,0.20029051217596075
you can get a gem by fulfilling challenge goal . , do this is . ,0.15777684932819508
please brush your tongue for removing bacteria . , you are . ,0.14351442318493668
explain simply about the economic condition of korea . , do our problem . ,0.2025894847023147
if you have a problem tell my brother . , i have to be . ,0.35733817274964674
talk about negative sides of the internet . , the is is . ,0.30934850332660563
have a happy christmas and be healthy . , you are too . ,0.2601300475114445
please confirm the attached full text of remittance . , you will do . ,0.2025894847023147
check the required things for import . , you are very important . ,0.4482700320176827
please watch the dog sleeping under the chair . , do this is this . ,0.3004843884984905
check well and choose a departure port and shipping cost . , do you have a lot . ,0.3302232277439296
please use this place freely but clean and quietly . , do not have to work . ,0.3280443278078623
check out the attached file that are more exact . , do you have . ,0.15777684932819508
please meet better woman and marry with her . , you are very good . ,0.3004843884984905
ever even if i forget please just ask . , you are . ,0.10283257773094409
watch out for the ghosts behind you . , you are . ,0.17066837315703817
don t do makeup when you are with me and just do lips . , do you have to do . ,0.23818690214719165
you can speak in english if you don t know anything . , don t t you . ,0.16490932887256968
tell my mother to make a delicious food . , do you have been . ,0.3004843884984905
call me with this number if you want . , do you are . ,0.24092085663272753
happy birthday my grandfather and always stay healthy . , you will be happy . ,0.35733817274964674
you will be able to pass at sunday so be aware about it . , you are . ,0.02309745262073966
write an email if you know the email address . , you will be going to korea . ,0.476273899703797
you should submit a medical certificate by next wednesday . , do you be here . ,0.2925637512788283
this saturday or sunday you should set the time and place . , i have to do there . ,0.23505403213046533
refer to below if the file doesn t open . , you are ? ,0
consider the given foreign registration number of you . , you are your best . ,0.35733817274964674
call our staff after paying this fee a month later . , you will be in korea . ,0.27768352844338134
let your brother to a safe place . , do you have . ,0.2601300475114445
go to work if you have work to do . , do you have . ,0.16954225822593183
if you are going to australia be careful . , i have t it . ,0.3004843884984905
then ask for the money because the time has passed . , do you have . ,0.12287673380733741
please talk to me whenever you need my help . , do you have to have . ,0.43173061492439624
please use one relay among the prepared . , you are very important . ,0.3670124608961283
it will be snowy tonight so be careful when you drive . , you are too . ,0.11380295453101374
order products through online shopping mall . , do you have . ,0.33401359264888447
please ask for my assistance when you need korean translation . , you are not too . ,0.23953094040783438
if you need any help with korean feel free to ask . , do you have to do . ,0.30934850332660563
if you have any disadvantage tell me . , you are too . ,0.30934850332660563
be careful not to show too much skin . , do you have to be . ,0.510029457493824
when you want to go to korea please tell . , you will have to do . ,0.43173061492439624
call me when your thoughts are all . , do you have to do . ,0.45782273986766686
tell me if they did something wrong . , do you have . ,0.2601300475114445
turn right at the corner and go straight . , you are too . ,0.2025894847023147
connect with the equipment using wifi . , do there is . ,0.33401359264888447
don t try to be a successful man try to be a worthy man . , do you have to be in korea . ,0.20055137101448645
please study until there is a special request . , you are not . ,0.2025894847023147
please request once more if you have anything to check . , you will do . ,0.14612588611198102
check my new address one more time . , you are too . ,0.2601300475114445
you should use what we make for your plants and garden . , you will do . ,0.11380295453101374
and please correct your facebook . , i will do to have . ,0.6389431042462724
for conference please refer to the time schedule below . , do you have . ,0.15777684932819508
please remember what we have discussed . , you are . ,0.20029051217596075
please choose the size of your beer . , you are not good to korea . ,0.5329462628216854
please choose the optimal situation . , you are too . ,0.42888194248035344
lately i have a heavy mind so you would better understand me . , my is is . ,0.07452850641949799
request if you have any song you would like to listen to . , do you have to be . ,0.18817320787862926
do not eat any food for a while and take a rest . , do you have been a lot . ,0.3433629176453739
choose the avatar for speaking practice . , do there are . ,0.33401359264888447
be happy and enjoy a beautiful life . , you are very important . ,0.3670124608961283
please refer to the calendar schedule i am sending . , you will do . ,0.15777684932819508
please contact me anytime if you are planning to visit korea . , do you are . ,0.09569649651041093
set it up so that no one else can share our photos . , do you have . ,0.07452850641949799
request company to increase your salary . , you are very important . ,0.4482700320176827
look at the picture above and talk to your partner . , do you have to work . ,0.3302232277439296
please use on your next trip to busan . , you are . ,0.10283257773094409
okay take the medicine and get some rest . , you are in korea . ,0.3004843884984905
you have to get some rest for tomorrow . , you are . ,0.12228923309170908
wear a jacket so you can warm yourself . , you are . ,0.12228923309170908
be aware of your health for your recovery . , you are too . ,0.2025894847023147
you need to respect your life as yourself . , you are . ,0.12228923309170908
issue a ticket after showing us your passport . , do you have to work . ,0.38753858253732953
ask your friend s and check it on the calendar . , i have to go . ,0.20142070913129906
ask each one s birthday and mark it on the calendar . , we will do . ,0.09569649651041094
please practice to write your name . , do you have to work . ,0.6431870218238024
don t pay for it so that it can be returned to me . , do you have to be there . ,0.29765372490051634
if you want to send the mail do it . , you will be too . ,0.2925637512788283
please keep all your belongings in the cabinet . , do you have . ,0.2025894847023147
therefore do lie in positive sense . , it is very very hard . ,0.5408536609893481
take care of the rest of the translation . , do you have . ,0.2025894847023147
for more details please visit our website . , this is possible . ,0.2601300475114445
for more information please talk with the director . , do there is . ,0.2025894847023147
straighten up what you have learned today . , i have to do . ,0.43645382979233377
tell the important contents to your . , i have to do . ,0.5330859115179258
call her if you have any questions . , i have to be . ,0.43645382979233377
